Insult,Date,Comment
0.091813704421983763,20120823151417Z,"""N\xe3o tenho a m\xednima paci\xeancia pra esse tipo de babaca que acha que se existe um problema grave acontecendo ningu\xe9m pode nem ligar a tv pra ver uma novela. Tem que viver em fun\xe7\xe3o de mensa\xe7\xe3o, corrup\xe7\xe3o, greve, blablabla. Saco."""
0.20051937587626867,20120531043929Z,"""are you on 'roids by chance?"""
0.4320111730714335,20120531185334Z,"""\xa0You are a disgusting human being"""
0.24105983875722742,20120531045417Z,"""you are well versed when it may be on. \xa0Must be one of your favs if you know those details."""
0.34267201512113871,20120531044152Z,"""we?  you and the mouse in your pocket?"""
0.22084478124144186,20120531032755Z,"""glad you realize this :P\n\nkidding. """
0.32041186572756447,20120603174414Z,"""Damn! You would rock this so hard!"""
0.22927397499963204,20120603183334Z,"""In your face Cano haters """
0.42385123194569058,20120602030742Z,"""WHAT FOUL ARE YOU KIDDING!!!!!!!!"""
0.22868254621152306,20120529031643Z,"""You would know alot about rolls, fat boy"""
0.19416015166550327,20120531043949Z,"""You look pretty damn good! ^_^"""
0.47680937039163884,20120601203416Z,"""You are a moron. I am a computer guy that has my own company. My mouth will get me in trouble? I doubt it. Stupid M F er.\n\nAgain, what is the name of your other account? I know, you do not want say...\nDouche bag."""
0.022174567391259507,20120826001254Z,"""It is the corrupt government blasting underground bunkers and tunnels in preparation for the coming nuclear/economic disaster.  They hope we will all die off so they can come out after the fallout is gone and rebuild the world as kings.  They will fail..."""
0.27559630866207102,20120825023415Z,"""the phillies are terrible. go back to your cave"""
0.50082957159939823,20120526233042Z,"""You are so naive.....useful idiot."""
0.23439353983882108,20120601162021Z,"""Are you kidding me?"""
0.39320294032694542,20120602142119Z,"""You are an opinionated, uneducated idiot. And Kingdom of Heaven Director's Cut is a masterpiece."""
0.32867788421032984,20120528180139Z,"""Shut up muffin you soft a** b*tch"""
0.17038024153737119,20120603034047Z,"""Okay, I'm going to blow your fucking minds. \xa0What if the three elderly members of the council aren't just ineffectual pushovers, but are actually being bloodbended by Tarrlok to give him the majority vote on every decision? \xa0It's a stretch, because you 'd think somebody would... notice, but they surely couldn't be THAT willing to turn Republic City into a police state at the first sign of trouble, could they?"""
0.16501417279857611,20120601154705Z,"""It's also a synonym for shit. """
0.26861918679112734,20120531011747Z,"""Well then you're welcome to contact your own lawyer."""
0.23417618922269628,20120528225059Z,"""\xa0@Presidentjlh\xa0\xa0@JenBroflovski you can ask your mom about it"""
0.15448964256586259,20120527204656Z,"""Jimmy, your pop ups and fly outs are the reason I can never be happy."""
0.19053496126589237,20120827042011Z,"""Well i got on here, but i think im might just get back off. See you delusion fans later!!:)"""
0.34380757075199031,20120603184635Z,"""You are so strong"""
0.24167109395960634,20120601034031Z,"""Coach, please stop trying to explain this away.  The more you speak/tweet the deeper your hole becomes."""
0.18504284334315299,20120529131056Z,"""Learn reading comprehension. Sure Urlacher is above average, maybe even great, as I said he's the Dick Butkus of your time. In response to the ""it takes a team"" comment, I just add that it is further proof that the Bears suck. As for Chicago and politics, do you really need to be told about the ""Chicago way""?  It influences everything, even your crappy organization called the Chicago bears. """
0.29294754609201917,20120602033315Z,"""Your mom is better."""
0.41026174905501256,20120526233147Z,"""ALYSSA LOOK...MATCHES YOUR WALL HANGING YOU MADE"""
0.14715845682988768,20120528093734Z,"""justice over there then............are you watching England??"""
0.39063548047131436,20120601015029Z,"""You're funny.  Do you do stand up?"""
0.21641091688526912,20120825203603Z,"""\xa0No personal abuse from me - unless you feel it applies to you and then you're very welcome. Pleasingly, the text you quote supports what I said. Even if it didn't, today it is thought that Canut or Cnut tried to command the waves. The perception is the most important not the fact. Do you see?\n\nThere; you've learned not to take things in a mechanical, pedantic, literal sense. At least I hope you've learned.\xa0 \n\nAnton, a part of your straining brain has indeed 'checked out'; nobody at home. \n\nYour username reveals something of you. \nHope this helps."""
0.29865384196784933,20120602192954Z,"""man i 100% agree with you Shaunie fake ass with them even fake ass tear can cry me a river the bitch just like them to other rats are trying to save face """
0.33442079552642673,20120528180337Z,"""well guess what..... I don't give a fuck lol\xa0\nis mom though get your English right nigga!!"""
0.19642259036131332,20120527211500Z,"""I finally figured out what that white shit is lmao. Dude bust a nut in her ass and she spit it out in the pool. Gross ass females.\xa0"""
0.1896256501719738,20120527213607Z,"""*desecrate\n\n\nAre you happy now?"""
0.32127025687561994,20120602223513Z,"""Yes, you probably are."""
0.32750881107260488,20120601223807Z,"""you are certainly entitle to your opinion """
0.17518645483553391,20120529073501Z,"""What kind of porn do you watch? \xa0This isn't porn. \xa0"""
0.17447649438142818,20120529030133Z,"""You must have great abs by now."""
0.37488741340503912,20120601154455Z,"""Shouldn't you be at your ballet lesson little girl? """
0.28084033237804285,20120527161352Z,"""Fucking Red Neck Bitch!!"""
0.40861892207090755,20120603033808Z,"""Keep whining like a little pu ssy Mack. You are making my day."""
0.10133766855804506,20120602193054Z,"""You been goofin' w/ the bees?"""
0.16656466693835423,20120529031754Z,"""Um are you planning on getting married again?"""
0.21759325875447702,20120531173030Z,"""You are living proof that bath salts effect thinking."""
0.5074023348434914,20120526233020Z,"""BOy shut up Im Black I said biscuit cause I didn't want to say Bitch so shut ur dumb ass up really bro get a life and get off my cat"""
0.37373962361604002,20120603034146Z,"""you must be pretty short bus window lickin special if you aint caught on buy now that  iv been makein all the typos in these comments for shitz and giggles ..if not .your as stupid as you think i am  sure i made a mistake on the ecard but with bigger issues in the world like murder and abused kids i didnt think it was that bigga rats ass to freak out about, hell im glad i made the mistake laughin at yall pinched ass bitches has been really cheap or is that cheep...oh well entertainment is entertainment."""
0.21867370145180476,20120603112733Z,"""seems like you had a lot of fun ! :) """
0.13986505233408356,20120824115819Z,"""nice supercam but plz release a device wid exynos 5 chip... LG is already on a line wid S4 quad krait... stop using exynos 4 nw n also upgrade ur mali gpu to 600... it will be a slap on qualcomm's face..."""
0.30913685317611067,20120601002333Z,"""When you were potty training how did your mama convince you that you weren't melting?  """
0.60103989069919261,20120528061534Z,"""i bet you cant dance better you dum bitch stfu ... you proably mad a jamaican fucked you and left you , you dum smut """
0.61556481503096683,20120528094928Z,"""You are clearly stupid, that is what he meant you thumb."""
0.42318072012677377,20120602003019Z,"""nrg you are wasting your time"""
0.41696899913721963,20120528181147Z,"""Sounds like your mother."""
0.33098494897740466,20120602192828Z,"""fuck off indian makes u proud"""
0.2845308227894458,20120601063927Z,"""Okay, you made your point. Hanging around longer means you are flirting with the gay people here."""
0.63656592163332915,20120527031050Z,"""Fuck you asshole! Do you like that?"""
0.20362756740063276,20120529022655Z,"""""<span> I don't care much for the lying degenerate bastards.""</span>\r\nThen how do you live w/yourself?"""
0.23601436165505701,20120826221345Z,"""well said. we need more men like you. thank you.\xa0"""
0.23491210362712089,20120528070811Z,"""You would be gorg!"""
0.15451469691909195,20120602223457Z,"""How do you feel about free elections?"""
0.22566136130498748,20120601201009Z,"""expat, you gotta be smoking some of Barry's Maui woowie..."""
0.19212168848154867,20120602222641Z,"""This IS America DOOM, I have been waiting for you fat pepsi drinking\xa0clown-burger\xa0eating losers to get destroyed by a superior power. Death to America!"""
0.21688933791378742,20120603171516Z,"""Oooh, you're giving me a good laugh. :)"""
0.2935468648475853,20120603043203Z,"""wait it says you are in"""
0.18962711376266617,20120529103355Z,"""Are you talking about her underwear?"""
0.26942219498844716,20120528180330Z,"""That must be a compliment from someone like you lol """
0.41109126759660131,20120602222445Z,""" No. you didn't talk about your IQ!"""
0.27214537013786971,20120527160951Z,"""ROFL, you are showing signs of desperation."""
0.41048191205389423,20120603171530Z,"""Your statements are idiotic and juvenile."""
0.32423870075504946,20120531103037Z,"""Sounds like YOUR wife has a pen1s...with you that's understandable. """
0.30559590197585629,20120529075422Z,"""There's a difference between ""nigga"" and ""nigger"" nigger is a racist term and everyone runs around saying saying ""nigga"" even in music now a days and if it was so bad you guys wouldn't be running around calling each other it. that's like girls running around getting offended when you call them bitches yet they run around calling THEMSELVES ""bad bitches"" """
0.45759570536275829,20120528070556Z,"""And you r sucking my dope dyck to hard. Take your fake ass Chief Keef face up the block."""
0.2928442949607778,20120531162551Z,"""You're not really going to watch, are you?"""
0.22554244677413818,20120529031458Z,"""It's kinda\xa0embarrassing\xa0when you diss a nigga this long, and he JUST responding. Don't like him keep it moving and make hits, we all know wayne fake anyway\xa0"""
0.29631813249044636,20120602223821Z,"""Looks like you Kath!"""
0.1851373043661543,20120601181447Z,"""Notice they were listed as good manners...\n\n..for children.\n\nWhich leaves me way in the fucking clear. Fuck Erasmus, anyway.\xa0 Preachy old fuck. """
0.45372474992786443,20120603201403Z,"""aaronchi...you are too stupid to know sarcasm when it is in your face...Consider yourself castigated, and get lost..."""
0.24571910614232337,20120601002253Z,"""he does have that 'would you fuck me? ...i'd fuck me' look in his eyes.\xa0\n\nJesus H. fucking Christ what is going on this week?"""
0.27100326220824972,20120603090518Z,"""Typical Republican...accept no blame for your repeated clusterfucks and blame anyone other than yourselves.\n\nGrow up."""
0.36037389525868657,20120825101535Z,"""bettynm\xa0It's too bad your not one of the idiots who can read as he's said it's hidden and not buried. As as outsider to your area, I think it's a shame that your so greedy that you don't want to share the beautiful of this land with others too. You sound like a bitter sad person. I'd take bad karma over that, any day.\xa0"""
0.7596962552634271,20120531213646Z,"""oh like your not stupid you ......."""
0.34689599202044064,20120601162120Z,"""I'm sure your mom is proud of you."""
0.19756952234847547,20120531055356Z,"""Rookie...run on home...your momma's calling"""
0.61385709302455771,20120602222622Z,"""Your a f ucking idiot.  Enjoy your dream world"""
0.54168607149681003,20120531130145Z,"""\xa0You're another fucking idiot who knows nothing about drugs.\n\nWIKIPEDIA HAS THE MOLECULAR FUCKING STRUCTURE OF A GREAT MANY DIFFERENT ILLEGAL DRUGS, FUCKO."""
0.34347434641384816,20120602141749Z,"""You can show me your trophy any time."""
0.31119398737328757,20120602215109Z,"""\xa0you spelled dickhead wrong"""
0.25133915145843905,20120603201513Z,"""u look like a damn fool"""
0.26507746156685252,20120824211843Z,"""Leyland is a total idiot. Is he referring to the fact he is incapable of making a decision\n"""
0.35171823979269251,20120602214805Z,"""You must be very proud of yourself"""
0.39807906434773671,20120826230739Z,"""wow...bendtner ?.....are you on drugs?....you really fuckedup my day mentioning the name of such a crappy ass player  with the gum in his mouth and playin like a lil bitch"""
0.15208657774195378,20120528233017Z,"""What is your problem 1492?   Why can't you just have normal and civil conversations.  Come on - please grow up so others can enjoy commenting."""
0.15938662167124923,20120602165300Z,"""Where are you, Machynlleth or Dundee?"""
0.34310288196006328,20120601223833Z,"""Just face it; you're an IDIOT !!!"""
0.26351646478528162,20120528145126Z,"""whatever soggybutt. i'll say it again. You and your bunch of crackalaks, derelects,river rats, and new south jackwagons need to learn some manners. completely disrespectful and utterly\xa0classless. """
0.20233138382553334,20120529013437Z,"""ObozoNoMore\u2014gee, your comments are sure enlightening!"""
0.24444030416627602,20120601070802Z,"""While you lame asses watch E3 on your computer... I'll go to E3 in Los Angeles because I have my E3 badge and I didn't pay for shit :D trolololololol....I tell you guys how the game is while im playing it and you will be watching :D"""
0.33230691417120606,20120531032158Z,"""Gotta keep up your strength to play and sing like you do. """
0.20097199158127338,20120527072648Z,"""\xa0over 68,000 views fuck boy....swallow that"""
0.23409197670381879,20120602201213Z,"""de trute are you south american?"""
0.29764524304275808,20120603201706Z,"""YOU AND THE COON CAN DROP TROW"""
0.46722460713493219,20120603184628Z,"""You are the biggest idiot on these boards.  Typical"""
0.25102662906467599,20120531055405Z,"""What are you smoking?"""
0.25351019556863824,20120531194538Z,"""how old are you 10?...."""
0.19943297573169658,20120601014818Z,"""fyi ... who gives a shit. it's just a fricken typo ...you'll live."""
0.33506292338500016,20120528180341Z,"""\nENGLISH PLEASE  YOU ARE IN THE UNITED STATES !"""
0.19008751043669805,20120531031917Z,"""\xa0@Flip\xa0how are you not ded"""
0.23447329943762241,20120529013802Z,"""you are such a good friend!!"""
0.34804174649638253,20120528233016Z,"""I use the word damn in a post and you reject it. \xa0How about this, FUCK YOU!"""
0.20871923904278905,20120602033354Z,"""Girls need to learn when to shut up, she is beautiful, she knows it and that's all that really matters you don't know if she unhealthy, be quiet with your words of hate we (the majority of women) are tired if the hate."""
0.35433705234553242,20120603171640Z,"""Not unless you are a Mormon in good standing."""
0.34962842954886031,20120827030012Z,"""\xa0More juvenile idiocy from a juvenile idiot."""
0.37048526654908132,20120531055350Z,"""Oh look we have a little troll named igraymatter67.  Hey libfucktard, why don't you go and perform an impossible act!!!"""
0.3565809349525596,20120531043717Z,"""If you are a hikker gps logger II would be a gps tracking of choice..."""
0.43206544905342137,20120527204654Z,"""\xa0I don't care how you feel, I don't care what you think about me ... I am, in fact, the rational one in this conversation and you continued display of stupidity is more evidence of your blind allegiance to true source of ""change"" you poltroons think we need - is Marxism. You idiots are plunging headlong to your own destruction and laughing and cheering about it, you a pitiful, pathetic spectacle ..."""
0.27377630098508637,20120601123205Z,"""I don't get your meaning. Would you explain?"""
0.67127715355013684,20120528081049Z,"""You mean perfect* But you're stupid, how can you hate white people on the bases of 2 bitches being stupid??"""
0.29481864654398054,20120528095949Z,"""so could your comment"""
0.32016928857135829,20120603202526Z,"""You are amazing Randy G!"""
0.34258880559413729,20120528004816Z,"""Stop trolling boy. You're embarrassing Beantown."""
0.25305398702813947,20120527213727Z,"""Yes, but you are not sure if you have anyone better than Manningham."""
0.11193389442859772,20120824231824Z,"""Just like the guys said...\n\nAnother fake job.  Wincey Fraudy Woods!!"""
0.70657564693848851,20120531215921Z,"""you are dumb"""
0.29549159641078077,20120529030049Z,"""Just because you are attracted to other races, doesn't mean you worship them """
0.34384073372580665,20120527030915Z,"""You truly don't know what your talking about. """
0.33184618433551555,20120602165349Z,"""one of you is"""
0.3906640784800241,20120531032152Z,"""lebron can suck a dick"""
0.24358156304828102,20120603173507Z,"""\xa0The murder victim was not impaired. Just because you have drugs in your system does not mean you are impaired and the store manager did not think the murder victim was impaired. you are lying scum"""
0.21208890686495227,20120527024911Z,"""and worse yet....you are ugly and OLD"""
0.3372290754680734,20120531185029Z,"""You're so cute.  """
0.078304997714843866,20120825180855Z,"""Nakedness should only be allowed in the streets by girls / women aged between 17yrs old\xa0 - 28yrs old..\xa0 no fat girls...\xa0 and no ugly girls...\xa0 :-)\xa0 lol"""
0.6409538331132919,20120529130527Z,"""you dnt like lil b? that's a first, you're a faggot."""
0.43200123956575309,20120531113804Z,"""You are such an idi0t3."""
0.26246745511431657,20120603041412Z,"""it's because you slide so damn much"""
0.46055259678837085,20120603131638Z,"""Who's the dumb one, UH YOU! GROW UP!"""
0.17767156565202136,20120602002922Z,"""And you'd be wrong too."""
0.20604643091874134,20120602142018Z,"""No but you are.  Keep crying about that ghost that ain't there."""
0.32946786085450053,20120531144435Z,"""Or not listen to a racist like you."""
0.3512779948817466,20120527070310Z,"""You're smart."""
0.46726172355789014,20120602222743Z,"""shut the fuck up chiodo you know nothing about soccer"""
0.27522193814193863,20120603042925Z,"""\xa0As usual you are clueless.... """
0.22670999912725509,20120529011355Z,"""at first i hated you, now i kinda like your comments, if you are kidding is good for me, and if you truly believe that is even better, i like all points of view and all personalities, and yours is certainly unique."""
0.2665306597114564,20120528080937Z,"""bitch you were just callin all hispanics mexican? what do you mean grandpa lips\xa0thats rascist as hell. o lawwdddd i'm gonna have you lookin hard in the mirror after all this"""
0.48549003257736167,20120602124148Z,"""As usual, pure hogwash no matter how many fake names you use. You thick or what? Wacko was moron. You lying loser fall into another league.  You don't read well do you? You were taught the truth about wacko's not so giving charities that were nothing but a front. As usual, idiot, uou ignore the truth and post pure lies about the dead pedophile. """
0.19052804375977894,20120528200013Z,"""Is it possible for you to focus?"""
0.25735420575460344,20120603202401Z,"""I hate-faggots and God hates-faggots:\n\nWhat's the difference between a fag and a refrigerator?Refrigerators don't fart when you put the meat in.\xa0"""
0.16512042534441729,20120529153435Z,"""you said over on nadal because of clay """
0.50372706483788487,20120529163401Z,"""You are a law student."""
0.34701941870846797,20120527221353Z,"""\xa0hite people are fucking animals, all the evil and dirty shit y'all do, but y'all pic every little thing a black person does and try to make us look bad when y'all do the most crazy dumb and the most evil shit everyday!!"""
0.48965765616574902,20120529075848Z,"""all your comments so far have been retarded you should go somewhere else"""
0.64040971301968019,20120527004817Z,"""@Voguette - I'll cut to the chase: You're an idiot. Granted, Duke, Ironman, Nusholtz, and RealityCzech  may be dumber, but you are borderline mentally retarded."""
0.19492493320767593,20120527031056Z,"""damn.....You really must give af"""
0.25924625003909485,20120528191954Z,"""Are you a registered massage therapist? """
0.19050829670633182,20120529144337Z,"""Crushed That Pussy Ass Nigga Gayne\xa0"""
0.47057292138538109,20120601181644Z,"""shut up same tired comments you suck"""
0.16992711202535751,20120602124223Z,"""You must be a Heat fan too, right?"""
0.3238517246060495,20120603112710Z,"""And if Cameron said he was not backing Hunt you would all be saying what a traitorous person he was for not backing his minister. You really are all rather pitiable with your rantings. """
0.32714745898023062,20120529144122Z,"""I thought, like pot, you couldn't overdose on LSD. \xa0Any dose of either could fuck you up depending on your personality and constitution."""
0.22941479212063617,20120527195023Z,"""I LOVED HIS CLEAN CUT DICK, HOPED I AM THERE TO SUCK IT AND LICK AND ALLOW HIM TO FUCK ME... """
0.19431555571163003,20120528001310Z,"""""the cream of the cream"".... wtf are you talking about kg"""
0.27523214731773615,20120528204320Z,"""Don't get out of your cave much, do you."""
0.28246028751674035,20120527140546Z,"""You are going to be so disappointed.\xa0 """
0.26160338009363987,20120528081327Z,"""No way, your Dad is way to cool."""
0.50184538816195867,20120602033521Z,"""\xa0you are truly an idiot.\xa0 the man pitched a no hitter.\xa0 just shut up."""
0.29634454322916859,20120601120531Z,"""Why? Are you a hunch back? LOL"""
0.16253390808893717,20120601000955Z,"""Misha, what is you?"""
0.5910976035456319,20120527221053Z,"""You are a complete idiot Robert...Peole like you are why this country is losing freedom every daythis moron (POTUS) is in office..."""
0.19999913192550825,20120601055054Z,"""Don't let them get you down brother. """
0.14037479632234573,20120824160109Z,"""De eso no hay duda Chavez... el Fraude institucional esta garantizado... la maquinita de los Votos... esta completamente ajustada a su favor\n\nNoticia seria... si fuera algo diferente... si la oposicion fuera la que ganara\n\nLa oposicion Venezolana... es completamente ingenua... si piensa que puede ganarle en unas elecciones a Chavez... un hombre que tiene el control total de todos los poderes en Venezuela.\n\nSi quieren que Chavez salga del poder.. deben agarrar a Chavez con su pijamita transparente... subirlo en un Helicoptero... y tirarlo sin paracaida en el Orinoco\n\nSolo asi... Chavez sale del poder\n\n...."""
0.34240138317455343,20120603005900Z,"""there you are! had to unfollow then follow you again to see your pins"""
0.28081217221998583,20120529073736Z,"""Like if you have a diploma (of any kind).\n\nComment if your getting money with that white (coke) and it's MOB (money over bitches) and stop snitchin or Making a rap career."""
0.16709024042788267,20120601154535Z,"""you must be hanging out with gucci """
0.21405233956942735,20120825171216Z,"""Jimmy...produce ANYTHING of ANY value that ANYONE wants or needs and you'll find SOMEONE willing to trade with you for SOMETHING you want or need.\xa0  It's very simple.\n\nTip of the day: whining is worthless."""
0.20038815061880519,20120826022111Z,"""Pathetic. She should be ashamed of herself. If this is what it takes to get attention then she should go get a real life or crawl back under the rock from which she came.\xa0"""
0.47892508055274824,20120601070734Z,"""You be nice now. and don't you dare tell me you're a red head!!"""
0.39923759239136519,20120603071241Z,"""Judging by your prior posts listed in your profile, you are a piece of foul white trash. What kind of animals raised you?"""
0.27898072999939599,20120601203730Z,"""your mom smells like fish"""
0.45088490731862918,20120601220528Z,"""@tttttt5:disqus\xa0\n\n\xa0 \xa0 You're an idiot. Where did it say anywhere in this article that he was a crooked cop? Oh that's right nowhere..quit being so quick to judge moron."""
0.086569341041503239,20120825125236Z,"""Cellular enhancer or signal booster is becoming incredibly popular among cell phone users. It will provide a better cell phone coverage in poor signal areas which is it's main function."""
0.47374782877461985,20120825183204Z,"""You are some sad pathetic loser donkey."""
0.37086950212988723,20120529163754Z,"""whats a person who makes up stupid handles and trolls internet message boards? - a future star of an episode of Hoarders. maybe give away a dozen or 2 of those cats you have in your moms basement"""
0.25257784673670941,20120529060324Z,"""Shit man this shit sucks. And it's fucked up because they ain't got anything else to sell"""
0.63123488651502435,20120527155235Z,"""You weak ass bitch"""
0.33676634919322468,20120601131357Z,"""Hi, where did you get your mask from? and how much is it? thank you!"""
0.12205073779433576,20120529075409Z,"""I guarantee you are wrong. No way in hell the refs call five T's on Miami. """
0.19360695742716527,20120527031055Z,"""Were fucked its too late now.\xa0"""
0.29610068836922404,20120529155955Z,"""Good morning... Ugh! *headache* *rolls over in bed and snorts a line, farts, scratch head, roll a joint and lights it up, takes a shot of rum!*\xa0Good morning...\xa0\xa0my worthless little monkeys bickering amongst each other, eating your own faeces while trying to make a pathetic point! Tis a baeutiful day for trolling insn't it? How are you all this wonderful afternoon?"""
0.2092330291746817,20120601220348Z,"""Cats are fucking horrible creatures anyway. That little\xa0user deserves it's outift."""
0.34477580273712582,20120601054917Z,"""\xa0to be quite honest, the platform be it Xbox, ps3 or PC really does not matter just as long as you have a passion for gaming and you enjoy gaming, now STFU stupid fan boys, stop bitching on the internet and get playing games!"""
0.24868661617520396,20120825200113Z,"""Yeah! \xa0you are so boring, Teresa forgot about you while making a toast. \xa0 LOL boring and fugly hubby."""
0.20554900343762578,20120602160955Z,"""Lol you damn right!!"""
0.36738748465865312,20120602222639Z,"""Pathetic Little Man.\xa0 Cleanse your mind.\xa0 Take your laxative."""
0.50290073810294444,20120531153339Z,"""What a dumb bitch!! Don't you research your guests before they appear on your show?\n\nHats off to Martin for being a class act!"""
0.30764377423893696,20120602033733Z,"""You did wear out your welcome.&nbsp;"""
0.22127732645897763,20120601005925Z,"""you are going to go to hell\xa0"""
0.15689707931057914,20120601150946Z,"""And you've apparently ""Neva"" been to school"""
0.54188700303615966,20120601163320Z,"""You sir are a complete ignoramus.  """
0.32027951515777409,20120603121826Z,"""QUIT harassing me.\xa0 I know who you are, just stop.\xa0 It's pathetic."""
0.23035089947691723,20120529060017Z,"""hell naw i wasn't paying attention to what his fat ass said, get off his dick"""
0.3083526845254867,20120527154914Z,"""FUCK ROSS FUCK SAIGON AND FUCK U BITCH ASS NIGGA WHO THE FUCK CARES ABOUT MUSIC............ITS ART IMITATING LIFE\xa0"""
0.26486523493769021,20120528222624Z,"""Then so is yours"""
0.38530610979695412,20120602201018Z,"""Look Wilfred Brimley, are you really that stupid... is your diebeetez acting up again... you need to see a professional about the dementia you are suffering from... communist state? That is what you and the rest of the Obamanites have created for the whole country... and for that we salute you with a Number #1 with our middle fingers... the reason that this country is going down the drain is because half of this country is as dumb (I know that is really tough) or dumber (nearly impossible) than you"""
0.27242882365117166,20120527024908Z,"""Dam willynut your good."""
0.20570573320611066,20120527073138Z,"""PLEX WHORE MUST DIE"""
0.23607710644803381,20120528030129Z,"""yes nas u keep giving us good shit to jam to thank you real hiphop """
0.26837587923227324,20120601224109Z,"""Screw you Bodine. """
0.13444725965723786,20120602051423Z,"""You'll be proven wrong. """
0.16004723629393147,20120528043424Z,"""muthafucka its justin beiber not manny pacquiao. hes a singer not a boxer lilttle white boy doesnt know shit about fighting that was probably his fist time even touch a glove"""
0.1828992842188096,20120603005806Z,"""They won't know unless you tell them.\xa0"""
0.39216409120324636,20120527204419Z,"""Lmao no dummy how many times you said bitch please. I realize youre slower than dog shit but at least attemp to keep up lmao"""
0.17052132158474465,20120528200144Z,"""truth, but are you rich.  isn't that a more relevant situation?"""
0.34910332441366154,20120825231134Z,"""Know who else doesnt seserve respsct? \xa0Ignorant, prejudiced, close minded ASSHOLES LIKE YOU PINKIESOUT!"""
0.64518550203931291,20120529073502Z,"""A$AP AUTUMN you stupid bitch it's about countries not states"""
0.086481290783935932,20120603174724Z,"""LeeAnne, so sorry for the down time. Our little server has been under the weather, but it's feeling fine now. We'll try to prevent it from happening again."""
0.5946203605228213,20120601160327Z,"""you're an idiot. Just stop now."""
0.22561470520806162,20120527154919Z,"""You are stunningly beautiful......exquisite in very way.......\nand your fashion sense is outstanding........ your legs are to die for, and I know great legs, I have been in ballet for 19 years........ and don't get me started about your truly lovely hair..... it's perfect on you.\n"""
0.26436929323034558,20120527155139Z,"""you are not an american, do you think landing here dry foot qualifies you as an american"""
0.22783773202726854,20120824190341Z,"""I really feel for you! Please tell me that you are just Scutca posting under a different screen name, and not really someone that has such\xa0low self esteem\xa0that you idolise 'their' intelligence?"""
0.40299696892196879,20120824172808Z,"""Really? You're blaming the construction worker? You are a monday morning quarterback douche. """
0.34120253738800715,20120531213611Z,"""\xa0You don't know until you try."""
0.16686050431856916,20120529013636Z,"""NBA refs need to get off their high horses... Fuckingggg scum"""
0.237785234248865,20120603121309Z,"""You must be an Arsenal fan, aren't you?"""
0.29304020050375079,20120529075738Z,"""white girls like it rough.... don't ask a nigga too smack ya ass then, she ain't say ""smack it soft"""""
0.63962287774023974,20120602165352Z,"""SDJammer - You are a true American idiot..."""
0.26051514502651768,20120531032000Z,"""fuck it. pens in 5."""
0.37905791065786237,20120601084717Z,"""So which village in uganda are you its idiot? probably kampala."""
0.48838022556265359,20120527063146Z,"""You promised to lick my ass until my roids bleed. So what happened are you still stuck with your daddy's ball up your ass?"""
0.20952790871727017,20120529144119Z,"""Haha and you still live in the 90's."""
